,prob
2022-10-03,0.5348873734474182
2022-10-31,0.5376168489456177
2022-11-29,0.4222518801689148
2022-12-28,0.15582889318466187
2023-01-27,0.19332434237003326
2023-02-27,0.023586343973875046
2023-03-27,0.4009336829185486
2023-04-25,0.29473182559013367
2023-05-23,0.3660391867160797
2023-06-22,0.08960014581680298
2023-07-21,0.023012615740299225
2023-08-18,0.0037574302405118942
2023-09-18,0.00038588643656112254
2023-10-16,0.277828574180603
2023-11-13,0.4603159427642822
2023-12-12,0.2600455582141876
2024-01-11,0.3526894748210907
2024-02-09,0.3496209681034088
2024-03-11,0.33426395058631897
2024-04-09,0.2620882987976074
2024-05-07,0.14272134006023407
2024-06-05,0.037898339331150055
2024-07-05,0.20857073366641998
2024-08-02,0.13148894906044006
2024-08-30,0.08648612350225449
2024-09-30,0.178202822804451
2024-10-28,0.35322868824005127
2024-11-25,0.2618659734725952
2024-12-24,0.12530429661273956
2025-01-27,0.11931680142879486
2025-02-25,0.06534337252378464
2025-03-25,0.24530847370624542
2025-04-23,0.24899223446846008
2025-05-21,0.1294846534729004
2025-06-20,0.31587231159210205
2025-07-21,0.34693053364753723
2025-08-18,0.3163956105709076
2025-09-16,0.045649271458387375
2025-10-14,0.027697686105966568
2025-11-11,0.04750809073448181
2025-12-10,0.03685015067458153
2026-01-09,0.024714378640055656
2026-02-09,0.8628919720649719
2026-03-10,0.3934434652328491
2026-04-08,0.12488453090190887
2026-05-06,0.26784995198249817
