,prob
2022-10-03,0.7223615646362305
2022-10-31,0.014272934757173061
2022-11-29,0.08248591423034668
2022-12-28,0.04636608064174652
2023-01-27,0.1593647301197052
2023-02-27,0.0036965215113013983
2023-03-27,0.2899634838104248
2023-04-25,0.2532775402069092
2023-05-23,0.22774772346019745
2023-06-22,0.019696563482284546
2023-07-21,0.02500651776790619
2023-08-18,6.015152265170798e-10
2023-09-18,0.0011116517707705498
2023-10-16,0.21888524293899536
2023-11-13,0.2336053103208542
2023-12-12,0.18119719624519348
2024-01-11,0.4165066182613373
2024-02-09,0.10010554641485214
2024-03-11,0.14607703685760498
2024-04-09,0.039064936339855194
2024-05-07,0.2096809595823288
2024-06-05,0.11807162314653397
2024-07-05,0.31983527541160583
2024-08-02,0.006193134002387524
2024-08-30,0.00903878454118967
2024-09-30,0.08257382363080978
2024-10-28,0.16790829598903656
2024-11-25,0.15710292756557465
2024-12-24,0.03140551969408989
2025-01-27,0.001246694941073656
2025-02-25,0.061152711510658264
2025-03-25,0.6863281726837158
2025-04-23,0.11668422073125839
2025-05-21,0.245770663022995
2025-06-20,0.18897689878940582
2025-07-21,0.2539929747581482
2025-08-18,0.05160296708345413
2025-09-16,0.019629409536719322
2025-10-14,0.022834468632936478
2025-11-11,6.482603343016535e-10
2025-12-10,0.10382520407438278
2026-01-09,4.654114673030563e-05
2026-02-09,9.560016042087227e-05
2026-03-10,0.10725224018096924
2026-04-08,0.15376736223697662
2026-05-06,0.2644411027431488
