,prob
2022-11-01,0.005573832429945469
2022-11-29,0.07396411150693893
2022-12-27,0.2485712617635727
2023-02-01,0.34979507327079773
2023-03-01,0.00023431067529600114
2023-03-29,0.024568334221839905
2023-04-27,0.000854747835546732
2023-05-30,0.009897531010210514
2023-06-29,0.012193731032311916
2023-07-27,0.0340937115252018
2023-08-24,0.3586929738521576
2023-09-21,1.4146969817829813e-07
2023-10-27,0.005588127765804529
2023-11-24,0.18283888697624207
2023-12-22,0.03453696519136429
2024-01-22,0.014143754728138447
2024-02-27,0.03981047496199608
2024-03-26,0.06233607977628708
2024-04-25,0.03940887749195099
2024-05-28,0.05547507479786873
2024-06-26,0.1939261108636856
2024-07-24,0.024921977892518044
2024-08-21,0.09013586491346359
2024-09-20,0.0319928415119648
2024-10-25,0.9966309666633606
2024-11-22,0.10118795931339264
2024-12-20,0.007828527130186558
2025-01-20,0.1168629452586174
2025-02-25,0.0014059137320145965
2025-03-25,0.06952756643295288
2025-04-23,0.05967239663004875
2025-05-26,0.002287919633090496
2025-06-24,0.00011452334001660347
2025-07-22,0.04045404493808746
2025-08-19,0.15308041870594025
2025-09-16,0.3326454758644104
2025-10-22,0.0002360959624638781
2025-11-19,0.060039859265089035
2025-12-17,0.13696175813674927
2026-01-16,0.09691106528043747
2026-02-13,0.034988805651664734
2026-03-23,0.054472051560878754
2026-04-21,0.034861139953136444
2026-05-22,0.17041397094726562
