,prob
2022-11-01,0.04398113116621971
2022-11-29,0.16712471842765808
2022-12-27,0.48197129368782043
2023-02-01,0.13058263063430786
2023-03-01,0.0774868056178093
2023-03-29,0.01480394322425127
2023-04-27,0.01844954490661621
2023-05-30,0.0014839505311101675
2023-06-29,0.009938455186784267
2023-07-27,0.010285698808729649
2023-08-24,0.003595153335481882
2023-09-21,0.04920220002532005
2023-10-27,0.00020019510702695698
2023-11-24,0.5571738481521606
2023-12-22,0.0011911256005987525
2024-01-22,0.060150209814310074
2024-02-27,0.07728463411331177
2024-03-26,0.008547276258468628
2024-04-25,0.3511529862880707
2024-05-28,0.015056835487484932
2024-06-26,0.26237723231315613
2024-07-24,0.061208389699459076
2024-08-21,0.25987350940704346
2024-09-20,0.08790247142314911
2024-10-25,1.1270541025601006e-20
2024-11-22,0.18834984302520752
2024-12-20,0.06749072670936584
2025-01-20,0.014902394264936447
2025-02-25,0.02492581121623516
2025-03-25,0.02329675666987896
2025-04-23,0.012608031742274761
2025-05-26,0.03981395065784454
2025-06-24,0.00023790166596882045
2025-07-22,0.0010500206844881177
2025-08-19,0.013907596468925476
2025-09-16,0.32560276985168457
2025-10-22,0.01353110559284687
2025-11-19,0.028239764273166656
2025-12-17,0.06054222211241722
2026-01-16,0.030480775982141495
2026-02-13,3.6448309259640155e-08
2026-03-23,0.026959428563714027
2026-04-21,6.101117833168246e-05
2026-05-22,0.17457543313503265
