,prob
2022-11-01,0.024205390363931656
2022-11-29,0.025018351152539253
2022-12-27,0.007732299156486988
2023-02-01,0.009483267553150654
2023-03-01,0.0007271739304997027
2023-03-29,0.007961234077811241
2023-04-27,0.02546646259725094
2023-05-30,0.8816642761230469
2023-06-29,0.16182704269886017
2023-07-27,0.0060228994116187096
2023-08-24,0.2218989133834839
2023-09-21,0.006904373876750469
2023-10-27,0.0006077703437767923
2023-11-24,0.004250853322446346
2023-12-22,0.10728275030851364
2024-01-22,0.0009219996281899512
2024-02-27,0.004390308167785406
2024-03-26,0.0064903320744633675
2024-04-25,0.001991958823055029
2024-05-28,0.0003530141257215291
2024-06-26,0.0003793444484472275
2024-07-24,0.0007480614585801959
2024-08-21,0.0020646436605602503
2024-09-20,0.0069395024329423904
2024-10-25,0.0015066469786688685
2024-11-22,0.00014906629803590477
2024-12-20,0.0010120377410203218
2025-01-20,0.00767530407756567
2025-02-25,0.004205523524433374
2025-03-25,0.0010551769519224763
2025-04-23,0.00168835639487952
2025-05-26,0.0009964838391169906
2025-06-24,0.005929683335125446
2025-07-22,0.0013589600566774607
2025-08-19,0.002179678762331605
2025-09-16,0.014251790940761566
2025-10-22,0.0003112166887149215
2025-11-19,0.16474120318889618
2025-12-17,0.9873013496398926
2026-01-16,0.029833678156137466
2026-02-13,0.03377104923129082
2026-03-23,0.5361380577087402
2026-04-21,0.3897441327571869
2026-05-22,0.007304174825549126
