,prob
2022-11-01,0.44160696864128113
2022-11-29,0.5013455152511597
2022-12-27,0.5420935153961182
2023-02-01,0.6040889024734497
2023-03-01,0.4562608301639557
2023-03-29,0.29401081800460815
2023-04-27,0.37045779824256897
2023-05-30,0.24812482297420502
2023-06-29,0.4391495883464813
2023-07-27,0.410988450050354
2023-08-24,0.48339706659317017
2023-09-21,0.5143847465515137
2023-10-27,0.43203118443489075
2023-11-24,0.5053530931472778
2023-12-22,0.49617427587509155
2024-01-22,0.3745940327644348
2024-02-27,0.5641909241676331
2024-03-26,0.382285475730896
2024-04-25,0.4233308732509613
2024-05-28,0.6641825437545776
2024-06-26,0.49384748935699463
2024-07-24,0.5119593739509583
2024-08-21,0.4349689781665802
2024-09-20,0.520475447177887
2024-10-25,0.5078827738761902
2024-11-22,0.43166065216064453
2024-12-20,0.44800975918769836
2025-01-20,0.38903605937957764
2025-02-25,0.4417893588542938
2025-03-25,0.41601797938346863
2025-04-23,0.40633624792099
2025-05-26,0.41932541131973267
2025-06-24,0.43569570779800415
2025-07-22,0.4428332448005676
2025-08-19,0.4586685299873352
2025-09-16,0.48269423842430115
2025-10-22,0.46341466903686523
2025-11-19,0.40466299653053284
2025-12-17,0.4643253684043884
2026-01-16,0.4290939271450043
2026-02-13,0.4812638461589813
2026-03-23,0.4661288559436798
2026-04-21,0.43333813548088074
2026-05-22,0.461262971162796
