,prob
2022-11-01,0.006819699890911579
2022-11-29,0.12799786031246185
2022-12-27,0.03869449347257614
2023-02-01,0.0072649819776415825
2023-03-01,2.1075647964607924e-05
2023-03-29,0.04155036807060242
2023-04-27,0.06546197086572647
2023-05-30,0.05718804523348808
2023-06-29,0.02072952874004841
2023-07-27,0.029000166803598404
2023-08-24,0.0038932482711970806
2023-09-21,0.00470764422789216
2023-10-27,0.00025393671239726245
2023-11-24,0.0003151877026539296
2023-12-22,0.0002786800905596465
2024-01-22,0.0006861782749183476
2024-02-27,4.076157711097039e-05
2024-03-26,0.1586717665195465
2024-04-25,0.06987617164850235
2024-05-28,0.0006841269787400961
2024-06-26,0.10656227916479111
2024-07-24,0.02530783601105213
2024-08-21,0.7609099745750427
2024-09-20,0.0014833416789770126
2024-10-25,0.323540061712265
2024-11-22,3.0423595944739645e-06
2024-12-20,2.593186820831761e-07
2025-01-20,0.0003227160486858338
2025-02-25,0.20073702931404114
2025-03-25,6.511652827612124e-06
2025-04-23,0.010015929117798805
2025-05-26,0.36486226320266724
2025-06-24,0.0013569347793236375
2025-07-22,0.08949779719114304
2025-08-19,0.07216446846723557
2025-09-16,0.021000875160098076
2025-10-22,0.019519872963428497
2025-11-19,0.1804594248533249
2025-12-17,0.043133679777383804
2026-01-16,0.029152700677514076
2026-02-13,0.7316356897354126
2026-03-23,0.04078428074717522
2026-04-21,0.08601831644773483
2026-05-22,0.0378815121948719
