,prob
2022-11-01,0.4544427692890167
2022-11-29,0.42006823420524597
2022-12-27,0.5166414976119995
2023-02-01,0.4347154200077057
2023-03-01,0.46790122985839844
2023-03-29,0.4538605213165283
2023-04-27,0.5001344084739685
2023-05-30,0.44825613498687744
2023-06-29,0.43669095635414124
2023-07-27,0.47291815280914307
2023-08-24,0.4249955415725708
2023-09-21,0.4749127924442291
2023-10-27,0.6044690012931824
2023-11-24,0.6543358564376831
2023-12-22,0.48852115869522095
2024-01-22,0.4655342996120453
2024-02-27,0.42714619636535645
2024-03-26,0.3964524269104004
2024-04-25,0.39624255895614624
2024-05-28,0.27570322155952454
2024-06-26,0.41805392503738403
2024-07-24,0.3549264073371887
2024-08-21,0.4013125002384186
2024-09-20,0.5422256588935852
2024-10-25,0.360781729221344
2024-11-22,0.38430267572402954
2024-12-20,0.37777477502822876
2025-01-20,0.46841174364089966
2025-02-25,0.3954024612903595
2025-03-25,0.47404980659484863
2025-04-23,0.6252402663230896
2025-05-26,0.5199449062347412
2025-06-24,0.3647668659687042
2025-07-22,0.5957756638526917
2025-08-19,0.5509607195854187
2025-09-16,0.4603208899497986
2025-10-22,0.5831764936447144
2025-11-19,0.5381302833557129
2025-12-17,0.5680890083312988
2026-01-16,0.4768982529640198
2026-02-13,0.47821858525276184
2026-03-23,0.37925007939338684
2026-04-21,0.1812443733215332
2026-05-22,0.7547928690910339
