,prob
2022-10-03,0.021612897515296936
2022-10-31,0.0428319089114666
2022-11-29,0.015744799748063087
2022-12-28,0.11070185899734497
2023-01-27,0.07989577949047089
2023-02-27,0.000586861337069422
2023-03-27,2.7475414754007943e-05
2023-04-25,0.0001971276942640543
2023-05-23,0.00010192594345426187
2023-06-22,4.5387307181954384e-05
2023-07-21,0.05032630264759064
2023-08-18,0.1035250648856163
2023-09-18,0.023640047758817673
2023-10-16,0.019808711484074593
2023-11-13,0.14908215403556824
2023-12-12,0.0012108853552490473
2024-01-11,0.9651136994361877
2024-02-09,0.02368084341287613
2024-03-11,0.49569857120513916
2024-04-09,0.08910197019577026
2024-05-07,0.37873125076293945
2024-06-05,3.2948960324574728e-06
2024-07-05,0.009113193489611149
2024-08-02,0.12149570882320404
2024-08-30,0.2656644880771637
2024-09-30,0.09362342208623886
2024-10-28,0.4251633882522583
2024-11-25,0.43340981006622314
2024-12-24,0.07708514481782913
2025-01-27,0.3006928563117981
2025-02-25,0.11945775151252747
2025-03-25,0.6239247918128967
2025-04-23,0.14155353605747223
2025-05-21,0.9467794299125671
2025-06-20,0.005455979611724615
2025-07-21,0.08765381574630737
2025-08-18,0.8008973002433777
2025-09-16,0.10696057230234146
2025-10-14,0.10234750062227249
2025-11-11,0.34735503792762756
2025-12-10,0.048670269548892975
2026-01-09,0.007137725129723549
2026-02-09,0.2113095372915268
2026-03-10,0.4148089289665222
2026-04-08,0.020656302571296692
2026-05-06,0.7173830270767212
